time,time,value,weekday
2015-02-24,0 days 23:40:00,13.6200000000008,Tuesday
2015-02-25,0 days 23:50:00,27.360000000000582,Wednesday
2015-02-26,0 days 23:50:00,29.6200000000008,Thursday
2015-02-27,0 days 23:50:00,30.719999999997526,Friday
2015-02-28,0 days 23:50:00,31.36999999999898,Saturday
2015-03-01,0 days 23:50:00,17.039999999997235,Sunday
2015-03-02,0 days 23:50:00,29.770000000000437,Monday
2015-03-03,0 days 18:20:00,26.5099999999984,Tuesday
