2021-03-17 15:17:11,36.0
2021-03-17 15:17:12,16.3
2021-03-17 15:17:14,4.6
2021-03-17 15:17:15,2.7
2021-03-17 15:17:16,7.9
2021-03-17 15:17:17,5.4
2021-03-17 15:17:18,4.2
2021-03-17 15:17:19,3.4
2021-03-17 15:17:21,3.8
2021-03-17 15:17:22,27.9
2021-03-17 15:17:23,27.7
2021-03-17 15:17:24,10.4
2021-03-17 15:17:25,13.2
2021-03-17 15:17:26,6.9
2021-03-17 15:17:28,7.6
2021-03-17 15:17:29,10.2
2021-03-17 15:17:30,19.1
2021-03-17 15:17:31,7.2
2021-03-17 15:17:32,15.7
2021-03-17 15:17:33,8.6
2021-03-17 15:17:35,7.3
2021-03-17 15:17:36,7.6
2021-03-17 15:17:37,9.1
2021-03-17 15:17:38,6.5
2021-03-17 15:17:39,7.9
2021-03-17 15:17:40,7.4
2021-03-17 15:17:41,9.9
2021-03-17 15:17:43,5.9
2021-03-17 15:17:44,7.2
2021-03-17 15:17:45,7.1
2021-03-17 15:17:46,4.2
2021-03-17 15:17:47,3.5
2021-03-17 15:17:48,9.1
2021-03-17 15:17:50,9.1
2021-03-17 15:17:51,6.6
2021-03-17 15:17:52,8.8
2021-03-17 15:17:53,14.7
2021-03-17 15:17:54,11.3
2021-03-17 15:17:55,11.8
2021-03-17 15:17:57,4.9
2021-03-17 15:17:58,8.9
2021-03-17 15:17:59,8.4
2021-03-17 15:18:00,10.1
2021-03-17 15:18:01,9.3
2021-03-17 15:18:02,5.1
2021-03-17 15:18:04,3.9
2021-03-17 15:18:05,9.7
2021-03-17 15:18:06,6.9
2021-03-17 15:18:07,5.6
2021-03-17 15:18:08,8.6
2021-03-17 15:18:10,13.3
2021-03-17 15:18:11,13.1
2021-03-17 15:18:12,11.8
2021-03-17 15:18:14,8.4
2021-03-17 15:18:15,5.2
2021-03-17 15:18:16,10.4
2021-03-17 15:18:17,11.4
2021-03-17 15:18:18,4.7
2021-03-17 15:18:19,6.4
2021-03-17 15:18:20,7.4
2021-03-17 15:18:22,11.1
2021-03-17 15:18:23,13.4
2021-03-17 15:18:24,12.1
2021-03-17 15:18:25,7.9
2021-03-17 15:18:26,5.8
2021-03-17 15:18:27,13.2
2021-03-17 15:18:28,6.4
2021-03-17 15:18:30,6.3
2021-03-17 15:18:31,8.4
2021-03-17 15:18:32,19.7
2021-03-17 15:18:33,20.8
2021-03-17 15:18:34,17.7
2021-03-17 15:18:35,15.7
2021-03-17 15:18:37,16.1
2021-03-17 15:18:38,11.5
2021-03-17 15:18:39,24.5
2021-03-17 15:18:40,24.6
2021-03-17 15:18:41,14.4
2021-03-17 15:18:42,7.5
2021-03-17 15:18:44,8.1
2021-03-17 15:18:45,13.6
2021-03-17 15:18:46,10.9
2021-03-17 15:18:47,4.1
2021-03-17 15:18:48,4.2
2021-03-17 15:18:50,3.9
2021-03-17 15:18:51,5.0
2021-03-17 15:18:52,16.8
2021-03-17 15:18:53,10.4
2021-03-17 15:18:54,3.6
2021-03-17 15:18:55,12.6
2021-03-17 15:18:57,11.7
2021-03-17 15:18:58,3.2
2021-03-17 15:18:59,12.2
2021-03-17 15:19:00,8.5
2021-03-17 15:19:01,5.1
2021-03-17 15:19:03,18.3
2021-03-17 15:19:04,17.7
2021-03-17 15:19:05,10.1
2021-03-17 15:19:06,21.2
2021-03-17 15:19:07,8.4
2021-03-17 15:19:09,8.4
2021-03-17 15:19:10,3.7
2021-03-17 15:19:11,12.3
2021-03-17 15:19:12,23.1
2021-03-17 15:19:13,12.1
2021-03-17 15:19:14,6.7
2021-03-17 15:19:15,3.9
2021-03-17 15:19:17,6.0
2021-03-17 15:19:18,9.9
2021-03-17 15:19:19,3.4
2021-03-17 15:19:20,7.7
2021-03-17 15:19:21,8.1
2021-03-17 15:19:22,8.9
2021-03-17 15:19:24,4.4
2021-03-17 15:19:25,7.0
2021-03-17 15:19:26,3.4
2021-03-17 15:19:27,3.1
2021-03-17 15:19:28,5.7
2021-03-17 15:19:29,9.5
2021-03-17 15:19:30,4.2
2021-03-17 15:19:32,6.1
2021-03-17 15:19:33,11.8
2021-03-17 15:19:34,8.7
2021-03-17 15:19:35,4.6
2021-03-17 15:19:36,6.4
2021-03-17 15:19:37,8.0
2021-03-17 15:19:39,7.7
2021-03-17 15:19:40,8.3
2021-03-17 15:19:41,9.8
2021-03-17 15:19:42,4.4
2021-03-17 15:19:43,11.8
2021-03-17 15:19:44,3.5
2021-03-17 15:19:45,3.4
2021-03-17 15:19:47,4.4
2021-03-17 15:19:48,7.3
2021-03-17 15:19:49,4.4
2021-03-17 15:19:50,7.4
2021-03-17 15:19:51,18.5
2021-03-17 15:19:52,32.4
2021-03-17 15:19:54,15.0
2021-03-17 15:19:55,11.0
2021-03-17 15:19:56,4.1
2021-03-17 15:19:57,8.5
2021-03-17 15:19:58,5.5
2021-03-17 15:19:59,13.7
2021-03-17 15:20:00,11.3
2021-03-17 15:20:02,8.1
2021-03-17 15:20:03,4.1
2021-03-17 15:20:04,12.3
2021-03-17 15:20:05,4.3
2021-03-17 15:20:06,10.2
2021-03-17 15:20:07,5.0
2021-03-17 15:20:09,6.6
2021-03-17 15:20:10,5.9
2021-03-17 15:20:11,4.6
2021-03-17 15:20:12,3.7
2021-03-17 15:20:13,9.2
2021-03-17 15:20:14,6.1
2021-03-17 15:20:16,4.9
2021-03-17 15:20:17,7.0
2021-03-17 15:20:18,31.0
2021-03-17 15:20:19,16.1
2021-03-17 15:20:20,12.5
2021-03-17 15:20:21,5.5
2021-03-17 15:20:22,6.9
2021-03-17 15:20:24,14.7
2021-03-17 15:20:25,16.7
2021-03-17 15:20:26,9.4
2021-03-17 15:20:27,6.2
2021-03-17 15:20:28,4.4
2021-03-17 15:20:29,11.8
2021-03-17 15:20:31,15.1
2021-03-17 15:20:32,14.5
2021-03-17 15:20:33,20.1
2021-03-17 15:20:34,17.8
2021-03-17 15:20:35,2.2
2021-03-17 15:20:36,8.5
2021-03-17 15:20:38,7.9
2021-03-17 15:20:39,5.5
2021-03-17 15:20:40,8.1
2021-03-17 15:20:41,8.1
2021-03-17 15:20:42,5.1
2021-03-17 15:20:43,8.9
2021-03-17 15:20:44,5.9
2021-03-17 15:20:46,4.1
2021-03-17 15:20:47,6.4
2021-03-17 15:20:48,5.6
2021-03-17 15:20:49,8.9
2021-03-17 15:20:50,11.8
2021-03-17 15:20:51,7.3
2021-03-17 15:20:52,5.6
2021-03-17 15:20:54,5.9
2021-03-17 15:20:55,7.3
2021-03-17 15:20:56,10.8
2021-03-17 15:20:57,7.6
2021-03-17 15:20:58,6.2
2021-03-17 15:20:59,9.7
2021-03-17 15:21:01,11.3
2021-03-17 15:21:02,6.6
2021-03-17 15:21:03,5.2
2021-03-17 15:21:04,3.0
2021-03-17 15:21:05,5.4
2021-03-17 15:21:06,9.4
2021-03-17 15:21:07,4.4
2021-03-17 15:21:09,7.2
2021-03-17 15:21:10,9.3
2021-03-17 15:21:11,5.1
2021-03-17 15:21:12,8.5
2021-03-17 15:21:13,10.8
2021-03-17 15:21:14,7.5
2021-03-17 15:21:16,11.9
2021-03-17 15:21:17,9.3
2021-03-17 15:21:18,5.1
2021-03-17 15:21:19,14.3
2021-03-17 15:21:20,4.7
2021-03-17 15:21:21,8.4
2021-03-17 15:21:22,13.0
2021-03-17 15:21:24,5.0
2021-03-17 15:21:25,10.4
2021-03-17 15:21:26,8.3
2021-03-17 15:21:27,4.1
2021-03-17 15:21:28,7.7
2021-03-17 15:21:29,3.9
2021-03-17 15:21:31,12.6
